vehicle,ecu,did,service,job_arg,direction,routine_phase,idx,byte_offset,name,type,unit,mul,div,add,mask,min,max,value_table,description_en,description_de
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,161,376,STAT_DTC_54_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 54,Denominator von DTC 54
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,162,378,STAT_DTC_55_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 55,HexCode von DTC 55
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,163,381,STAT_DTC_55_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,DTC 55 numerator,Numerator von DTC 55
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,164,383,STAT_DTC_55_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 55,Denominator von DTC 55
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,165,385,STAT_DTC_56_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 56,HexCode von DTC 56
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,166,388,STAT_DTC_56_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,Numerator from DTC 56,Numerator von DTC 56
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,167,390,STAT_DTC_56_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 56,Denominator von DTC 56
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,168,392,STAT_DTC_57_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 57,HexCode von DTC 57
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,169,395,STAT_DTC_57_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,Numerator from DTC 57,Numerator von DTC 57
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,170,397,STAT_DTC_57_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 57,Denominator von DTC 57
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,171,399,STAT_DTC_58_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 58,HexCode von DTC 58
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,172,402,STAT_DTC_58_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,Numerator from DTC 58,Numerator von DTC 58
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,173,404,STAT_DTC_58_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 58,Denominator von DTC 58
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,174,406,STAT_DTC_59_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 59,HexCode von DTC 59
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,175,409,STAT_DTC_59_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,Numerator from DTC 59,Numerator von DTC 59
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,176,411,STAT_DTC_59_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 59,Denominator von DTC 59
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,177,413,STAT_DTC_60_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 60,HexCode von DTC 60
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,178,416,STAT_DTC_60_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,DTC 60 numerator,Numerator von DTC 60
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,179,418,STAT_DTC_60_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 60,Denominator von DTC 60
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,180,420,STAT_DTC_61_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 61,HexCode von DTC 61
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,181,423,STAT_DTC_61_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,DTC 61 numerator,Numerator von DTC 61
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,182,425,STAT_DTC_61_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 61,Denominator von DTC 61
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,183,427,STAT_DTC_62_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 62,HexCode von DTC 62
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,184,430,STAT_DTC_62_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,Numerator from DTC 62,Numerator von DTC 62
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,185,432,STAT_DTC_62_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 62,Denominator von DTC 62
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,186,434,STAT_DTC_63_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 63,HexCode von DTC 63
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,187,437,STAT_DTC_63_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,DTC 63 numerator,Numerator von DTC 63
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,188,439,STAT_DTC_63_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 63,Denominator von DTC 63
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,189,441,STAT_DTC_64_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 64,HexCode von DTC 64
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,190,444,STAT_DTC_64_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,DTC 64 numerator,Numerator von DTC 64
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,191,446,STAT_DTC_64_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 64,Denominator von DTC 64
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,192,448,STAT_DTC_65_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 65,HexCode von DTC 65
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,193,451,STAT_DTC_65_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,Numerator from DTC 65,Numerator von DTC 65
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,194,453,STAT_DTC_65_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 65,Denominator von DTC 65
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,195,455,STAT_DTC_66_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 66,HexCode von DTC 66
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,196,458,STAT_DTC_66_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,Numerator from DTC 66,Numerator von DTC 66
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,197,460,STAT_DTC_66_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 66,Denominator von DTC 66
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,198,462,STAT_DTC_67_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 67,HexCode von DTC 67
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,199,465,STAT_DTC_67_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,DTC 67 numerator,Numerator von DTC 67
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,200,467,STAT_DTC_67_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 67,Denominator von DTC 67
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,201,469,STAT_DTC_68_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 68,HexCode von DTC 68
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,202,472,STAT_DTC_68_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,Numerator from DTC 68,Numerator von DTC 68
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,203,474,STAT_DTC_68_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 68,Denominator von DTC 68
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,204,476,STAT_DTC_69_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 69,HexCode von DTC 69
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,205,479,STAT_DTC_69_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,Numerator from DTC 69,Numerator von DTC 69
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,206,481,STAT_DTC_69_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 69,Denominator von DTC 69
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,207,483,STAT_DTC_70_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 70,HexCode von DTC 70
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,208,486,STAT_DTC_70_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,DTC 70 numerator,Numerator von DTC 70
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,209,488,STAT_DTC_70_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 70,Denominator von DTC 70
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,210,490,STAT_DTC_71_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 71,HexCode von DTC 71
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,211,493,STAT_DTC_71_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,Numerator from DTC 71,Numerator von DTC 71
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,212,495,STAT_DTC_71_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 71,Denominator von DTC 71
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,213,497,STAT_DTC_72_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 72,HexCode von DTC 72
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,214,500,STAT_DTC_72_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,DTC 72 numerator,Numerator von DTC 72
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,215,502,STAT_DTC_72_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 72,Denominator von DTC 72
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,216,504,STAT_DTC_73_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 73,HexCode von DTC 73
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,217,507,STAT_DTC_73_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,Numerator from DTC 73,Numerator von DTC 73
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,218,509,STAT_DTC_73_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 73,Denominator von DTC 73
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,219,511,STAT_DTC_74_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 74,HexCode von DTC 74
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,220,514,STAT_DTC_74_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,Numerator from DTC 74,Numerator von DTC 74
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,221,516,STAT_DTC_74_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 74,Denominator von DTC 74
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,222,518,STAT_DTC_75_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 75,HexCode von DTC 75
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,223,521,STAT_DTC_75_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,Numerator from DTC 75,Numerator von DTC 75
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,224,523,STAT_DTC_75_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 75,Denominator von DTC 75
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,225,525,STAT_DTC_76_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 76,HexCode von DTC 76
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,226,528,STAT_DTC_76_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,Numerator from DTC 76,Numerator von DTC 76
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,227,530,STAT_DTC_76_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 76,Denominator von DTC 76
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,228,532,STAT_DTC_77_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 77,HexCode von DTC 77
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,229,535,STAT_DTC_77_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,DTC 77 numerator,Numerator von DTC 77
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,230,537,STAT_DTC_77_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 77,Denominator von DTC 77
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,231,539,STAT_DTC_78_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 78,HexCode von DTC 78
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,232,542,STAT_DTC_78_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,DTC 78 numerator,Numerator von DTC 78
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,233,544,STAT_DTC_78_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 78,Denominator von DTC 78
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,234,546,STAT_DTC_79_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 79,HexCode von DTC 79
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,235,549,STAT_DTC_79_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,DTC 79 numerator,Numerator von DTC 79
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,236,551,STAT_DTC_79_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 79,Denominator von DTC 79
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,237,553,STAT_DTC_80_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 80,HexCode von DTC 80
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,238,556,STAT_DTC_80_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,DTC 80 numerator,Numerator von DTC 80
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,239,558,STAT_DTC_80_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 80,Denominator von DTC 80
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,240,560,STAT_DTC_81_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 81,HexCode von DTC 81
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,241,563,STAT_DTC_81_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,Numerator from DTC 81,Numerator von DTC 81
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,242,565,STAT_DTC_81_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 81,Denominator von DTC 81
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,243,567,STAT_DTC_82_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 82,HexCode von DTC 82
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,244,570,STAT_DTC_82_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,Numerator from DTC 82,Numerator von DTC 82
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,245,572,STAT_DTC_82_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 82,Denominator von DTC 82
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,246,574,STAT_DTC_83_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 83,HexCode von DTC 83
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,247,577,STAT_DTC_83_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,Numerator from DTC 83,Numerator von DTC 83
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,248,579,STAT_DTC_83_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 83,Denominator von DTC 83
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,249,581,STAT_DTC_84_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 84,HexCode von DTC 84
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,250,584,STAT_DTC_84_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,DTC 84 numerator,Numerator von DTC 84
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,251,586,STAT_DTC_84_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 84,Denominator von DTC 84
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,252,588,STAT_DTC_85_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 85,HexCode von DTC 85
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,253,591,STAT_DTC_85_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,Numerator from DTC 85,Numerator von DTC 85
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,254,593,STAT_DTC_85_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 85,Denominator von DTC 85
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,255,595,STAT_DTC_86_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 86,HexCode von DTC 86
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,256,598,STAT_DTC_86_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,Numerator from DTC 86,Numerator von DTC 86
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,257,600,STAT_DTC_86_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 86,Denominator von DTC 86
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,258,602,STAT_DTC_87_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 87,HexCode von DTC 87
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,259,605,STAT_DTC_87_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,Numerator from DTC 87,Numerator von DTC 87
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,260,607,STAT_DTC_87_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 87,Denominator von DTC 87
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,261,609,STAT_DTC_88_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 88,HexCode von DTC 88
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,262,612,STAT_DTC_88_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,DTC 88 numerator,Numerator von DTC 88
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,263,614,STAT_DTC_88_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 88,Denominator von DTC 88
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,264,616,STAT_DTC_89_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 89,HexCode von DTC 89
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,265,619,STAT_DTC_89_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,Numerator from DTC 89,Numerator von DTC 89
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,266,621,STAT_DTC_89_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 89,Denominator von DTC 89
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,267,623,STAT_DTC_90_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 90,HexCode von DTC 90
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,268,626,STAT_DTC_90_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,Numerator from DTC 90,Numerator von DTC 90
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,269,628,STAT_DTC_90_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 90,Denominator von DTC 90
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,270,630,STAT_DTC_91_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 91,HexCode von DTC 91
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,271,633,STAT_DTC_91_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,DTC 91 numerator,Numerator von DTC 91
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,272,635,STAT_DTC_91_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 91,Denominator von DTC 91
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,273,637,STAT_DTC_92_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 92,HexCode von DTC 92
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,274,640,STAT_DTC_92_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,Numerator from DTC 92,Numerator von DTC 92
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,275,642,STAT_DTC_92_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 92,Denominator von DTC 92
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,276,644,STAT_DTC_93_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 93,HexCode von DTC 93
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,277,647,STAT_DTC_93_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,DTC 93 numerator,Numerator von DTC 93
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,278,649,STAT_DTC_93_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 93,Denominator von DTC 93
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,279,651,STAT_DTC_94_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 94,HexCode von DTC 94
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,280,654,STAT_DTC_94_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,DTC 94 numerator,Numerator von DTC 94
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,281,656,STAT_DTC_94_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 94,Denominator von DTC 94
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,282,658,STAT_DTC_95_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 95,HexCode von DTC 95
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,283,661,STAT_DTC_95_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,Numerator from DTC 95,Numerator von DTC 95
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,284,663,STAT_DTC_95_DEN_WERT,unsigned int,,1.0,1.0,0.0,,,,,Denominator of DTC 95,Denominator von DTC 95
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,285,665,STAT_DTC_96_HEXCODE_DATA,data[3],DATA,1.0,1.0,0.0,,,,,HexCode of DTC 96,HexCode von DTC 96
BMW i3 / i3s (I01),EME,0xE52F,22,RATE_BASED_MONITORING,result,,286,668,STAT_DTC_96_NUM_WERT,unsigned int,,1.0,1.0,0.0,,,,,Numerator from DTC 96,Numerator von DTC 96
