ecu,diag_addr_i3,kind,id,request,followup,sweep,names,expected_payload_len,layout_differs,vehicles,relevance,description_en
SME,0x07,did,0xDDE8,22 DD E8,,,ALTERUNG_KAPAZITAET_DEGRADATION,4,,BMW i3 / i3s (I01) | ActiveHybrid 3/5/7 (F30/F10/F01),battery,Number of age-related stress degradations
SME,0x07,did,0xDDE9,22 DD E9,,,ALTERUNG_KAPAZITAET_HISTOGRAMM_SOC_HUB,60,,BMW i3 / i3s (I01) | ActiveHybrid 3/5/7 (F30/F10/F01),battery,Histogram with the frequency of individual SoC strokes that occurred during the operating period
SME,0x07,did,0xDDEB,22 DD EB,,,RINGPUFFER_LADEVORGAENGE,60,,BMW i3 / i3s (I01),battery,"Return of measured variables of the last 5 completed charging processes: - Start SOC - Available charging power - Actual end SOC - Reason charging end (no charging end detected 0, target SOC reached 1, U / I full charge detection 2, external cancellation 3, error SME 4 ) - Start temperature - End temperature - Charging time forecast at the beginning in min - Actual charging time in min - Relative time (continuous combination system time from ACAN with start in the factory)"
SME,0x07,did,0xDDEC,22 DD EC,,,HIS_PROG_LADEZEIT,14,,BMW i3 / i3s (I01),battery,Representation of the frequency of a relative deviation of the charging time forecast from the real value (fact = (t_prog-t_ist) / t_ist * 100%). t_prog = predicted value at the beginning of the charging phase. t_ist = time actually required to reach the loading target.
SME,0x07,did,0xDDEF,22 DD EF,,,HV_SPANNUNG_QUER,2,,BMW i3 / i3s (I01),battery,"SBox, high-voltage transverse (same as battery voltage when K1 or K3 is closed)"
SME,0x07,did,0xDE37,22 DE 37,,,ALPHA_INITIAL_ALTERUNG,2,,BMW i3 / i3s (I01),battery,Initial value of the SOH_R calculation
SME,0x07,did,0xDF60,22 DF 60,,,BETRIEBSSTUNDEN,8,,BMW i3 / i3s (I01) | ActiveHybrid 3/5/7 (F30/F10/F01),battery,Time for closed main switch and total battery life (closed and open time of main switch)
SME,0x07,did,0xDF62,22 DF 62,,,COOL_DOWN,2,,BMW i3 / i3s (I01) | ActiveHybrid 3/5/7 (F30/F10/F01),battery,Number of CoolDown scenarios (departure with hot HV storage)
SME,0x07,did,0xDF63,22 DF 63,,,KLEMMENZYKLEN,4,,BMW i3 / i3s (I01) | ActiveHybrid 3/5/7 (F30/F10/F01),battery,Number of terminal cycles
SME,0x07,did,0xDF64,22 DF 64,,,KUEHLDAUER,10,yes,BMW i3 / i3s (I01) | ActiveHybrid 3/5/7 (F30/F10/F01),battery,HV battery cooling time
SME,0x07,did,0xDF65,22 DF 65,,,TEMP_SPREIZUNG_SYSTEM,26,yes,BMW i3 / i3s (I01) | ActiveHybrid 3/5/7 (F30/F10/F01),battery,Time in different dT classes with active cooling
SME,0x07,did,0xDF66,22 DF 66,,,TEMP_KUEHLMITTEL,26,yes,BMW i3 / i3s (I01) | ActiveHybrid 3/5/7 (F30/F10/F01),battery,Time in different temperature classes of the coolant
SME,0x07,did,0xDF67,22 DF 67,,,LADUNG_KUEHLUNG,8,,BMW i3 / i3s (I01) | ActiveHybrid 3/5/7 (F30/F10/F01),battery,Amount of charge and discharge with the cooling switched on
SME,0x07,did,0xDF68,22 DF 68,,,HV_BATT_HIST_SOC_T1_2,120,,BMW i3 / i3s (I01),battery,Duration at temperature less than 0 ° C and with different values of current and SOC - part 2
SME,0x07,did,0xDF69,22 DF 69,,,HV_BATT_HIST_SOC_T4_2,120,,BMW i3 / i3s (I01),battery,Duration at 20 ° C less than temperature less than 27.5 ° C and with different values of current and SOC - part 2
SME,0x07,did,0xDF6A,22 DF 6A,,,HV_BATT_HIST_SOC_T3_2,120,,BMW i3 / i3s (I01),battery,Duration at 10 ° C less than temperature less than 20 ° C and with different values of current and SOC - Part 2
SME,0x07,did,0xDF6B,22 DF 6B,,,HV_BATT_HIST_SOC_T5_2,120,,BMW i3 / i3s (I01),battery,Duration at 27.5 ° C less than temperature less than 32.5 ° C and with different values of current and SOC - part 2
SME,0x07,did,0xDF6C,22 DF 6C,,,HV_BATT_HIST_SOC_T2_2,120,,BMW i3 / i3s (I01),battery,Duration at 0 ° C less than temperature less than 10 ° C and with different values of current and SOC - part 2
SME,0x07,did,0xDF6D,22 DF 6D,,,HV_BATT_HIST_SOC_T7_2,120,,BMW i3 / i3s (I01),battery,Duration at 40 ° C less than temperature and with different values of current and SOC - part 2
SME,0x07,did,0xDF6E,22 DF 6E,,,HV_BATT_HIST_SOC_T6_2,120,,BMW i3 / i3s (I01),battery,Duration at 32.5 ° C less than temperature less than 40 ° C and with different values of current and SOC - part 2
SME,0x07,did,0xDF6F,22 DF 6F,,,HIS_ERR_LIM_STROM,24,,BMW i3 / i3s (I01),battery,Time in minutes in different current error limit classes separately for charging and discharging over all temperatures
SME,0x07,did,0xDF70,22 DF 70,,,HIS_EFF_STROM,48,,BMW i3 / i3s (I01),battery,Time in minutes in different effective current value classes separately for charging and discharging
SME,0x07,did,0xDF71,22 DF 71,,,PROJEKT_PARAMETER,5,,BMW i3 / i3s (I01) | BMW 530Le (F18) | Gen4 PHEV (community),battery,Reading out the project-specific parameters | community layout: Gen4 PHEV: byte 1 = cell count (0x60 = 96)
SME,0x07,did,0xDF72,22 DF 72,,,KURZSCHLUESSE,1,,BMW i3 / i3s (I01),battery,Number of short circuits that occurred
SME,0x07,did,0xDF73,22 DF 73,,,HEIZUNG_VERBAUT,1,,BMW i3 / i3s (I01),battery,Status heating installed (0 = no / 1 = yes)
SME,0x07,did,0xDF74,22 DF 74,,,VOKO_HEIZ_DAUER,25,,BMW i3 / i3s (I01),battery,Number of preconditioning heating cycles
SME,0x07,did,0xDF75,22 DF 75,,,LADE_KOND_HEIZ_DAUER,16,,BMW i3 / i3s (I01),battery,Number of heating conditioning processes during charging
SME,0x07,did,0xDF76,22 DF 76,,,VOKO_KUEHL_DAUER,25,,BMW i3 / i3s (I01),battery,Number of pre-conditioning cooling cycles
SME,0x07,did,0xDF77,22 DF 77,,,LADE_DAUER,13,,BMW i3 / i3s (I01),battery,Number of charging processes in charging duration classes
SME,0x07,did,0xDF81,22 DF 81,,,HIS_SOC_WARN_GRENZEN,28,,BMW i3 / i3s (I01),battery,Operating time in minutes in the lower and upper SOC warning limits
SME,0x07,did,0xDF83,22 DF 83,,,ID_SBOX,8,,BMW i3 / i3s (I01),battery,Reading out the identification parameters of the SBOX
SME,0x07,did,0xDF86,22 DF 86,,,SOC_HISTORIE,15,,BMW i3 / i3s (I01),battery,Reading out the SOC history data
SME,0x07,did,0xDF89,22 DF 89,,,KL30C,1,,BMW i3 / i3s (I01),battery,"Reading out the logical status of the KL30C> not for I01 and I12, use STATUS_KL30C_SPANNUNG here"
SME,0x07,did,0xDF8A,22 DF 8A,,,HIS_EFF_STROM_TMIN,48,,BMW i3 / i3s (I01),battery,At T <-10: time in minutes in different percentage value classes for the ratio of effective current to current limit separately for charging and discharging (SBL)
SME,0x07,did,0xDF8B,22 DF 8B,,,HIS_EFF_STROM_TLOW,48,,BMW i3 / i3s (I01),battery,At -10 <= T <5: time in minutes in various percentage value classes for the ratio of effective current to current limit separately for charging and discharging (SBL)
SME,0x07,did,0xDF8C,22 DF 8C,,,HIS_EFF_STROM_TMID,48,,BMW i3 / i3s (I01),battery,At 5 <= T <25 (40 SP01): Time in minutes in various percentage value classes for the ratio of effective current to current limit separately for charging and discharging (SBL)
SME,0x07,did,0xDF8D,22 DF 8D,,,HIS_EFF_STROM_THIGH,48,,BMW i3 / i3s (I01),battery,ONLY SE03 !!! At 25 <= T <40: Time in minutes in different percentage classes for the ratio of effective current to current limit separately for charging and discharging (SBL)
SME,0x07,did,0xDF8E,22 DF 8E,,,HIS_EFF_STROM_TMAX,48,,BMW i3 / i3s (I01),battery,At 40 <= T: time in minutes in various percentage value classes for the ratio of effective current to current limit separately for charging and discharging (SBL)
SME,0x07,did,0xDF8F,22 DF 8F,,,HIS_ERR_LIM_STROM_TMIN,24,,BMW i3 / i3s (I01),battery,At T <= -10: time in minutes in different current error limit classes separately for charging and discharging
SME,0x07,did,0xDF90,22 DF 90,,,HIS_ERR_LIM_STROM_TLOW,24,,BMW i3 / i3s (I01),battery,At -10 <T <= 5: time in minutes in different current error limit classes separately for charging and discharging
SME,0x07,did,0xDF91,22 DF 91,,,HIS_ERR_LIM_STROM_THIGH,24,,BMW i3 / i3s (I01),battery,If 5 <T <= 25: time in minutes in different current error limit classes separately for charging and discharging
SME,0x07,did,0xDF92,22 DF 92,,,HIS_ERR_LIM_STROM_TMAX,24,,BMW i3 / i3s (I01),battery,At 25 <T: time in minutes in different current error limit classes separately for charging and discharging
SME,0x07,did,0xDF9C,22 DF 9C,,,LADEZEIT_ADAPT_KENNFELD_LESEN,51,,BMW i3 / i3s (I01),battery,Reading out the map of learning factors to correct the charging time prognosis raw value
SME,0x07,did,0xDF9E,22 DF 9E,,,VERH_VOLLADE_LADEVORG_LESEN,1,,BMW i3 / i3s (I01),battery,Percentage of the ratio of full charges to total charges
SME,0x07,did,0xDFA0,22 DF A0,,,ZUSTAND_SPEICHER,38,,BMW i3 / i3s (I01) | Gen4 PHEV (community),battery,"Output of central storage quantities as max., Min. And mean values | community layout: Gen4 PHEV: 6-7 min cell V, 8-9 max cell V (÷10000 V) — see i3 SME table"
SME,0x07,did,0xDFA1,22 DF A1,,,HIS_ERR_LIM_SPANNUNG,12,,BMW i3 / i3s (I01),battery,"Output of the maximum dwell time in voltage error limit classes across all modules in minutes. At temperatures <-10 ° C, the voltage error limit changes depending on the temperature."
SME,0x07,did,0xDFA5,22 DF A5,,,All individual cell voltages,,,Gen4 PHEV (community),battery,"All individual cell voltages | community layout: Gen4 PHEV: u16 per cell from byte 0, mV; 96 cells"
SME,0x07,did,0xDFAE,22 DF AE,,,HIS_SOC_MAX_MIN,2,,BMW i3 / i3s (I01),battery,Job has not been requested for SME_03 since I001_14-03-490 and is therefore not implemented from now on. Output of the minimum and maximum MIN nominal SoC that occurs over the life of the vehicle.
SME,0x07,did,0xDFC9,22 DF C9,,,LPA_HVS_LD_INT,14,,BMW i3 / i3s (I01),battery,Setting the new HVS self-protection current integral value / reading the current HVS self-protection current integral value and returning the project-specific current and current integral limits
SME,0x07,did,0xDFE1,22 DF E1,,,STATUS_HV_SPEICHER_ID,4,,BMW i3 / i3s (I01),battery,Reading out the storage identification number of the HV storage
SME,0x07,did,0xDFE2,22 DF E2,,,SYMMETRIERBAND,11,,BMW i3 / i3s (I01),battery,Information about the last successful balancing process and the last no-load SoCs
SME,0x07,did,0xE4C0,22 E4 C0,,,SME uptime and vehicle time,,,"Gen5 (iX, i4, i5, i7 platform) (community)",battery,"SME uptime and vehicle time | community layout: Gen5 (iX, i4, i5, i7 platform): 4-7 u32 uptime"
SME,0x07,did,0xE4CA,22 E4 CA,,,Balancing status,,,"Gen5 (iX, i4, i5, i7 platform) (community)",battery,"Balancing status | community layout: Gen5 (iX, i4, i5, i7 platform): byte 0 status (4 = no balancing mode active / invalid qualifier)"
SME,0x07,did,0xE50D,22 E5 0D,,,GW_INFO_SCHNELLLADEN,16,,BMW i3 / i3s (I01),battery,Provides warranty-relevant information on the share of fast charging in the total energy throughput of the storage facility at different temperatures.
SME,0x07,did,0xE540,22 E5 40,,,CODIERVARIABLEN_HV_SPEICHER,4,,BMW i3 / i3s (I01),battery,Reads out all coding variables with manipulation potential
SME,0x07,did,0xE545,22 E5 45,,,SoH min / mean / max (data summary),,,"Gen5 (iX, i4, i5, i7 platform) (community)",battery,"SoH min / mean / max (data summary) | community layout: Gen5 (iX, i4, i5, i7 platform): 2-3 SoH min, 4-5 SoH mean, 6-7 SoH max (u16, scale not stated); multi-frame, also carries SoC, capacities, max V/T"
SME,0x07,did,0xE54A,22 E5 4A,,,Pack voltage after contactors,,,"Gen5 (iX, i4, i5, i7 platform) (community)",battery,"Pack voltage after contactors | community layout: Gen5 (iX, i4, i5, i7 platform): 0-1 u16, 0.1 V"
SME,0x07,did,0xE54B,22 E5 4B,,,HV voltage qualifier,,,"Gen5 (iX, i4, i5, i7 platform) (community)",battery,"HV voltage qualifier | community layout: Gen5 (iX, i4, i5, i7 platform): byte 2 qualifier status"
SME,0x07,did,0xE54C,22 E5 4C,,,Pack design voltage limits,,,"Gen5 (iX, i4, i5, i7 platform) (community)",battery,"Pack design voltage limits | community layout: Gen5 (iX, i4, i5, i7 platform): 0-1 max, 2-3 min (0.1 V); not valid on all iX"
SME,0x07,did,0xE54D,22 E5 4D,,,Pack voltage before contactors,,,"Gen5 (iX, i4, i5, i7 platform) (community)",battery,"Pack voltage before contactors | community layout: Gen5 (iX, i4, i5, i7 platform): 0-1 u16, 0.1 V"
SME,0x07,did,0xE553,22 E5 53,,,Min / max cell voltage,,,"Gen5 (iX, i4, i5, i7 platform) (community)",battery,"Min / max cell voltage | community layout: Gen5 (iX, i4, i5, i7 platform): 0-1 min mV, 2-3 max mV; 10000 = qualifier invalid"
SME,0x07,did,0xE554,22 E5 54,,,Individual cell voltages,,,"Gen5 (iX, i4, i5, i7 platform) (community)",battery,"Individual cell voltages | community layout: Gen5 (iX, i4, i5, i7 platform): u16 per cell from byte 0, mV; up to 108 cells; 10000 = invalid"
SME,0x07,did,0xE561,22 E5 61,,,Battery current,,,"Gen5 (iX, i4, i5, i7 platform) (community)",battery,"Battery current | community layout: Gen5 (iX, i4, i5, i7 platform): 0-3 s32, 0.1 A, negative = discharge"
SME,0x07,did,0xE562,22 E5 62,,,Allowed charge / discharge current,,,"Gen5 (iX, i4, i5, i7 platform) (community)",battery,"Allowed charge / discharge current | community layout: Gen5 (iX, i4, i5, i7 platform): 0-1 charge s16 0.1 A, 2-3 discharge s16 0.1 A"
SME,0x07,did,0xE569,22 E5 69,,,HVIL status,,,"Gen5 (iX, i4, i5, i7 platform) (community)",battery,"HVIL status | community layout: Gen5 (iX, i4, i5, i7 platform): byte 0"
SME,0x07,did,0xE59A,22 E5 9A,,,Individual cell SoC,,,"Gen5 (iX, i4, i5, i7 platform) (community) | Gen4 PHEV (community)",battery,"Individual cell SoC | community layout: Gen5 (iX, i4, i5, i7 platform): not decoded in source (requested only); Gen4 PHEV: not decoded in source"
SME,0x07,did,0xE5A3,22 E5 A3,,,Main contactor temperature (unconfirmed DID high byte),,,"Gen5 (iX, i4, i5, i7 platform) (community)",battery,"Main contactor temperature (unconfirmed DID high byte) | community layout: Gen5 (iX, i4, i5, i7 platform): 0-1 u16"
SME,0x07,did,0xE5A7,22 E5 A7,,,Terminal 30 (12V) supply voltage,,,"Gen5 (iX, i4, i5, i7 platform) (community)",battery,"Terminal 30 (12V) supply voltage | community layout: Gen5 (iX, i4, i5, i7 platform): 0-1 u16 (mV)"
SME,0x07,did,0xE5C7,22 E5 C7,,,Remaining and max capacity,,,"Gen5 (iX, i4, i5, i7 platform) (community)",battery,"Remaining and max capacity | community layout: Gen5 (iX, i4, i5, i7 platform): 0-1 remaining, 2-3 max: kWh = raw*0.01 - 50"
SME,0x07,did,0xE5CA,22 E5 CA,,,Individual cell temperatures,,,"Gen5 (iX, i4, i5, i7 platform) (community) | Gen4 PHEV (community)",battery,"Individual cell temperatures | community layout: Gen5 (iX, i4, i5, i7 platform): not decoded in source (requested only); Gen4 PHEV: not decoded in source"
SME,0x07,did,0xE5CE,22 E5 CE,,,SoC avg / min / max,,,"Gen5 (iX, i4, i5, i7 platform) (community)",battery,"SoC avg / min / max | community layout: Gen5 (iX, i4, i5, i7 platform): 0-1 avg, 2-3 min, 4-5 max (u16, 0.01 %)"
SME,0x07,did,0xE5EC,22 E5 EC,,,SOH_OFFSET,3,,BMW i3 / i3s (I01),battery,Correction variables with which the functions for capacity aging are corrected during operation.
SME,0x07,did,0xE5F1,22 E5 F1,,,ANZAHL_DEFEKTE_SICHERUNG,1,,BMW i3 / i3s (I01),battery,Number of defective fuses since all modules were last replaced
SME,0x07,did,0xE5F2,22 E5 F2,,,HVOFF_VOLTAGES,139,,BMW i3 / i3s (I01),battery,"Status job to analyze the voltage drop after parking the vehicle. In connection with the cell indices and status signals of the symmetry requirement, this enables a collection of indices for defective or particularly weak cells in the module network."
SME,0x07,did,0xE5F3,22 E5 F3,,,RB_SOH_KAPATEST_ERW,27,,BMW i3 / i3s (I01),battery,Extension of the return of the results of the last 3 HVS offboard capacity tests (ring memory)
SME,0x07,did,0xE5F4,22 E5 F4,,,CPI_ANALYSE,23,,BMW i3 / i3s (I01),battery,Returns a data packet with the most critical relative temperature deviation since the last reset (drag pointer). A data package contains the relevant measured values for data entry for the CPI diagnosis.
SME,0x07,did,0xE5FA,22 E5 FA,,,KAPAZITAETSTEST_ASYMMETRIE_POTENTIAL,4,,BMW i3 / i3s (I01),battery,"Return of sizes for the asymmetry potential of the memory that were determined as part of a capacity determination (offboard capacity test). The cell and module index of the cell that potentially has the lowest capacity, as well as the additional capacity range of this cell (in percent), which can potentially be made usable by balancing the memory, are output."
SME,0x07,did,0xF190,22 F1 90,,,VIN,17,,"BMW i3 / i3s (I01) | ActiveHybrid 3/5/7 (F30/F10/F01) | BMW ActiveE (E82, ""BEV10"") | Gen4 PHEV (community)",battery,Chassis number | community layout: Gen4 PHEV: 17 ASCII bytes (source reads from byte 1)
SME,0x07,routine_read,0xAD6C,31 01 AD 6C <NR_MODUL>,31 03 AD 6C,NR_MODUL 0..32,ZELLSPANNUNG_UNPLAUSIBEL_LESEN,,,BMW i3 / i3s (I01),battery,"Returns the module number of the CSCs in which an implausible voltage value was detected (linked to DTC). The return value is a component vector length 8) with the assignment 0 = no error, 1 = error detected."
SME,0x07,routine_read,0xAD6D,31 01 AD 6D <NR_MODUL>,31 03 AD 6D,NR_MODUL 0..32,MODULTEMPERATUREN_LESEN,,,BMW i3 / i3s (I01),battery,Currently measured temperature from the selected module
SME,0x07,routine_read,0xAD6E,31 01 AD 6E <NR_ZELLE>,31 03 AD 6E,NR_ZELLE 1..255,ZELLSPANNUNG_LESEN,,,BMW i3 / i3s (I01) | BMW 530Le (F18),battery,Cell whose voltage is to be determined
SME,0x07,routine_read,0xAD6F,31 01 AD 6F <NR_MODUL>,31 03 AD 6F,NR_MODUL 0..32,HIS_TEMP_MOD_LESEN,,,BMW i3 / i3s (I01),battery,Time (minutes with HVON and 100ms with NO_OP) in various temperature classes of the maximum and minimum cell temperature of individual modules (storage in operation) and the mean cell temperature of the individual modules (storage out of operation). ATTENTION: The correct unit of the output value STAT_HIS_TEMP_NO_OP_MOD_MEAN_X_WERT is [100ms] and not [min] as entered in the UNIT box. The counter can start again from zero around 13.2 years from the beginning of the logging process due to integer overflow.
SME,0x07,routine_read,0xAD70,31 01 AD 70 <NR_MODUL>,31 03 AD 70,NR_MODUL 0..32,HIS_ERR_LIM_SPANNUNG_MOD_LESEN,,,BMW i3 / i3s (I01),battery,"Output of the dwell time in voltage fault limit classes of individual modules. At temperatures <-10 ° C, the voltage error limit changes depending on the temperature. (Samsung)"
SME,0x07,routine_read,0xAD71,31 01 AD 71 <NR_MODUL>,31 03 AD 71,NR_MODUL 0..32,HIS_SPANNUNG_MOD_LESEN,,,BMW i3 / i3s (I01),battery,Time in minutes in different voltage classes of individual modules
SME,0x07,routine_read,0xAD74,31 01 AD 74 <NR_ZELLE>,31 03 AD 74,NR_ZELLE 1..255,HIS_ZELL_DSOCS_LESEN,,,BMW i3 / i3s (I01),battery,"Reading out the totaled Delta_SOC values of all individual cells over X_end driving cycles (X_end = 30, can be calibrated)."
SME,0x07,routine_read,0xAD76,31 01 AD 76 <NR_CSC>,31 03 AD 76,NR_CSC 0..32,CSC_IDS_LESEN,,,BMW i3 / i3s (I01),battery,Enter the CSC number to read out the DMC from CSC x
SME,0x07,routine_read,0xAD77,31 01 AD 77 <NR_MODUL>,31 03 AD 77,NR_MODUL 0..32,STEUERN_MIN_KAPAZITAET_MOD_LESEN / ALTERUNG_KAPAZITAET_MODUL_LESEN,,,BMW i3 / i3s (I01),battery,"Reading out the current minimum capacity of module x, based on the capacity quotient (capacity quotient = (C_akt / C_nenn (new)) * 100 (100% = corresponds to nominal capacity; capacity quotient> 100% corresponds to cell capacity> nominal capacity, capacity quotient <100% corresponds to cell capacity <nominal capacity) ."
SME,0x07,routine_read,0xAD78,31 01 AD 78 <NR_MODUL>,31 03 AD 78,NR_MODUL 0..32,MAX_INNENWIDERSTANDSFAKTOR_MOD_LESEN / ALTERUNG_INNENWIEDERSTAND_MODUL_LESEN,,,BMW i3 / i3s (I01),battery,"Reading out the current maximum internal resistance factor of module x, (factor = 0-5 with two decimal places; factor &lt;1 corresponds to a reduced cell internal resistance compared to the average, factor&gt; 1 corresponds to an increased cell resistance compared to the average)"
SME,0x07,routine_read,0xAD79,31 01 AD 79 <NR_MODUL>,31 03 AD 79,NR_MODUL 0..32,ZELLPACK_STATUS_LESEN / ZELLPACK_SOH_LESEN,,,BMW i3 / i3s (I01),battery,"Reading out the aging status (e.g. defect, etc.) of module x"
SME,0x07,routine_read,0xAD7C,31 01 AD 7C <NR_MODUL>,31 03 AD 7C,NR_MODUL 0..32,HIS_SPANNUNG_NOP_MOD_LESEN,,,BMW i3 / i3s (I01),battery,Time in 100ms in different voltage classes of individual modules while the memory is not in operation ATTENTION: The correct unit of the output value STAT_HIS_SPANNUNG_NOP_MOD_X_WERT is [100ms] and not [min] as entered in the UNIT box. The counter can start again from zero around 13.2 years from the beginning of the logging process due to integer overflow.
SME,0x07,routine_read,0xAD7D,31 01 AD 7D <NR_MODUL>,31 03 AD 7D,NR_MODUL 0..32,ZELLPACK_DMC_LESEN,,,BMW i3 / i3s (I01),battery,This job reads out the DMC from cell pack x.
SME,0x07,routine_results,0xAD60,31 03 AD 60,,,ZELLAUSGLEICHSENTLADESPANNUNG,,,ActiveHybrid 7 (F04),battery,Cell balancing discharge voltage
SME,0x07,routine_results,0xAD61,31 03 AD 61,,,ISOLATION,,,"BMW i3 / i3s (I01) | BMW 530Le (F18) | ActiveHybrid 3/5/7 (F30/F10/F01) | ActiveHybrid 7 (F04) | BMW ActiveE (E82, ""BEV10"") | Gen4 PHEV (community)",battery,Isolation test result | community layout: Gen4 PHEV: see i3 SME 0xAD61
SME,0x07,routine_results,0xAD62,31 03 AD 62,,,SOC,,,ActiveHybrid 7 (F04),battery,HV battery SOC (state of charge)
SME,0x07,routine_results,0xAD66,31 03 AD 66,,,KAPAZITAET_BESTIMMUNG,,,BMW i3 / i3s (I01) | ActiveHybrid 3/5/7 (F30/F10/F01),battery,Determination of the capacity
SME,0x07,routine_results,0xAD6A,31 03 AD 6A,,,HEIZUNG,,,BMW i3 / i3s (I01),battery,Activation and reading of the heating in the HV battery
SME,0x07,routine_results,0xAD6B,31 03 AD 6B,,,SYMMETRIERUNG,,,BMW i3 / i3s (I01) | BMW 530Le (F18) | Gen4 PHEV (community),battery,"Activate balancing | community layout: Gen4 PHEV: response 71 03 AD 6B <status>: 01 active, 03 not active"
SME,0x07,routine_results,0xAD73,31 03 AD 73,,,HEIZUNG_FUNKTION,,,BMW i3 / i3s (I01),battery,Execution of the functional diagnosis heating
SMES1,,did,0x6516,22 65 16,,,_ST_SYM_MODUS,1,,"BMW ActiveE (E82, ""BEV10"")",battery,Status of the SME cell balancing mode
SMES1,,did,0xDD61,22 DD 61,,,SCHUETZ_FREIGABE,1,,"BMW ActiveE (E82, ""BEV10"")",battery,Writes or reads the bit to enable or disable the contactor switch. Job is clamp-safe
SMES1,,did,0xDD62,22 DD 62,,,HV_STROM_MAX,8,,"BMW ActiveE (E82, ""BEV10"")",battery,Maximum HV current
SMES1,,did,0xDD63,22 DD 63,,,SCHUETZSCHALTUNGEN_ANZAHL,4,,"BMW ActiveE (E82, ""BEV10"")",battery,Number of switchings of the contactor switch (currentless and under load)
SMES1,,did,0xDD64,22 DD 64,,,HVIL,1,,"BMW ActiveE (E82, ""BEV10"")",battery,Disturb/disable the interlock generator in the BMS / HVIL test result
SMES1,,did,0xDD65,22 DD 65,,,SOC_MIN_MAX,4,,"BMW ActiveE (E82, ""BEV10"")",battery,Min/max values of the SOC
SMES1,,did,0xDD66,22 DD 66,,,HV_SPANNUNG,2,,"BMW ActiveE (E82, ""BEV10"")",battery,HV voltage of the DC link before the contactors
SMES1,,did,0xDD67,22 DD 67,,,ANZAHL_KUEHLANFORDERUNG_DRINGEND,1,,"BMW ActiveE (E82, ""BEV10"")",battery,Counter describing how often a higher temperature state was reached in consecutive terminal cycles. (Maximum value)
SMES1,,did,0xDD68,22 DD 68,,,HV_SPANNUNG_BERECHNET,2,,"BMW ActiveE (E82, ""BEV10"")",battery,HV voltage calculated from the individual cells (battery voltage behind the contactors)
SMES1,,did,0xDD69,22 DD 69,,,HV_STROM,4,,"BMW ActiveE (E82, ""BEV10"")",battery,HV electricity
SMES1,,did,0xDD6F,22 DD 6F,,,KUEHLKREISLAUF_VENTIL,1,,"BMW ActiveE (E82, ""BEV10"")",battery,Status / control coolant valve: Closed or open / close or open
SMES1,,did,0xDD72,22 DD 72,,,AUFSTART_VERHINDERER,1,,"BMW ActiveE (E82, ""BEV10"")",battery,Reason for not starting the HV system
SMES1,,did,0xDD73,22 DD 73,,,CUMULATIVE_LADUNG,4,,"BMW ActiveE (E82, ""BEV10"")",battery,Status cumulative charge
SMES1,,did,0xDD74,22 DD 74,,,CUMULATIVE_ENTLADUNG,4,,"BMW ActiveE (E82, ""BEV10"")",battery,Status cumulative discharge
SMES1,,did,0xDD76,22 DD 76,,,STATUS_KL30C_SPANNUNG,1,,"BMW ActiveE (E82, ""BEV10"")",battery,Voltage terminal 30C
SMES1,,did,0xDD7B,22 DD 7B,,,REFERENZ_KAPAZITAET,4,,"BMW ActiveE (E82, ""BEV10"")",battery,Read and adjust battery capacity
SMES1,,did,0xDD7C,22 DD 7C,,,GW_INFO,83,,"BMW ActiveE (E82, ""BEV10"")",battery,Warranty data
SMES1,,did,0xDD7D,22 DD 7D,,,STROMGRENZEN,4,,"BMW ActiveE (E82, ""BEV10"")",battery,Current limits
SMES1,,did,0xDD7E,22 DD 7E,,,SPANNUNGSGRENZEN,4,,"BMW ActiveE (E82, ""BEV10"")",battery,Voltage limits
SMES1,,did,0xDD8E,22 DD 8E,,,HVB_HISTORIE_ZYKLEN,112,,"BMW ActiveE (E82, ""BEV10"")",battery,Output of the sum of cyclizations in the respective range during charging/discharging and output of the current loads
SMES1,,did,0xDD90,22 DD 90,,,ZEIT_TEMP_HISTOGRAMM,80,,"BMW ActiveE (E82, ""BEV10"")",battery,Time in various temperature classes and main contactor states
SMES1,,did,0xDD91,22 DD 91,,,ZEIT_SOC_KLASSE,40,,"BMW ActiveE (E82, ""BEV10"")",battery,Time since installation in SOC classes
SMES1,,did,0xDD92,22 DD 92,,,HVB_HISTORIE_MIN_SOC,12,,"BMW ActiveE (E82, ""BEV10"")",battery,"History, state of charge, minimum value of the last five days"
SMES1,,did,0xDD93,22 DD 93,,,HVB_HISTORIE_MAX_SOC,12,,"BMW ActiveE (E82, ""BEV10"")",battery,"History, state of charge, maximum value of the last five days"
SMES1,,did,0xDD94,22 DD 94,,,HV_BATT_HIST_SOC_T1,280,,"BMW ActiveE (E82, ""BEV10"")",battery,Number of cycles at temperature < 0°C  and at different values of current and SoC
SMES1,,did,0xDD95,22 DD 95,,,HV_BATT_HIST_SOC_T2,280,,"BMW ActiveE (E82, ""BEV10"")",battery,Number of cycles at temperature 0°C < T < 10°C and at different values of current and SoC
SMES1,,did,0xDD96,22 DD 96,,,HV_BATT_HIST_SOC_T3,280,,"BMW ActiveE (E82, ""BEV10"")",battery,Number of cycles at temperature 10°C < T < 20°C and at different values of current and SoC.
SMES1,,did,0xDD97,22 DD 97,,,HV_BATT_HIST_SOC_T4,280,,"BMW ActiveE (E82, ""BEV10"")",battery,Number of cycles at temperature 20°C < T < 30°C and at different values of current and SoC
